City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Torbay,40,CA,1579902586,68,47.67,-52.73,27.0,12.75
Kortkeros,90,RU,1579902586,92,61.81,51.58,17.6,6.71
Chunskiy,100,RU,1579902586,84,56.08,99.63,25.23,6.87
Tilichiki,100,RU,1579902586,85,60.47,166.1,24.55,17.76
Ahipara,0,NZ,1579902587,83,-35.17,173.17,82.99,5.93
Ugoofaaru,100,MV,1579902587,77,5.67,73.0,82.4,15.39
Atsipopoulo,20,GR,1579902587,93,35.35,24.43,46.99,3.09
Macklin,100,CA,1579902587,88,52.33,-109.93,32.38,4.29
Canico,20,PT,1579902587,58,32.63,-16.85,59.0,4.7
Ust'-Barguzin,64,RU,1579902587,88,53.45,108.98,-5.85,4.65
San Andres,20,CO,1579902417,61,12.58,-81.7,82.4,9.17
Kerema,74,PG,1579902587,73,-7.96,145.78,77.54,2.98
Maniitsoq,100,GL,1579902588,77,65.42,-52.9,11.8,11.23
Chabua,0,IN,1579902588,83,27.48,95.17,53.33,2.28
Bandarbeyla,100,SO,1579902588,84,9.49,50.81,79.11,18.86
Sitka,90,US,1579902588,86,57.05,-135.33,33.8,5.82
Kitob,52,UZ,1579902588,62,39.08,66.83,32.34,4.81
Ucluelet,75,CA,1579902588,93,48.93,-125.55,50.0,11.41
Kumul,0,CN,1579902588,49,42.8,93.45,14.25,0.27
Makakilo City,1,US,1579902588,61,21.35,-158.09,80.01,5.82
Norman Wells,90,CA,1579902588,76,65.28,-126.83,-5.8,6.93
Mossamedes,21,AO,1579902589,79,-15.2,12.15,74.66,10.65
Datong,4,CN,1579902589,80,40.09,113.29,13.1,2.93
Gramsh,0,AL,1579902589,64,40.87,20.18,44.22,3.31
Basoko,100,CD,1579902589,34,1.24,23.62,71.83,1.1
Lagoa,100,PT,1579902589,74,39.05,-27.98,59.25,13.65
La Romana,75,DO,1579902589,100,18.43,-68.97,77.0,5.37
Te Anau,100,NZ,1579902506,98,-45.42,167.72,58.44,1.19
Newport,90,GB,1579902589,93,51.59,-3.0,44.01,3.36
Qorveh,100,IR,1579902590,92,35.17,47.8,20.93,3.2
Mykhaylivka,75,UA,1579902590,64,47.27,35.22,35.6,15.66
Isangel,40,VU,1579902590,83,-19.55,169.27,80.6,6.93
Cervantes,0,AR,1579902590,16,-39.05,-67.38,93.2,10.29
Cherusti,100,RU,1579902590,96,55.55,40.01,35.33,9.89
Balabac,0,PH,1579902590,82,7.99,117.06,79.52,7.47
Wau,0,SS,1579902590,18,7.7,28.0,69.1,6.02
Waingapu,15,ID,1579902591,72,-9.66,120.26,83.1,2.98
Daru,77,PG,1579902591,86,-9.08,143.21,76.26,2.98
Avera,90,US,1579902591,93,33.19,-82.53,64.0,5.82
Kuusamo,90,FI,1579902591,92,65.97,29.18,10.4,3.36
Gizo,26,SB,1579902591,84,-8.1,156.84,79.54,6.85
Belgrade,0,RS,1579902448,86,44.8,20.47,26.6,4.7
Burnie,99,AU,1579902591,94,-41.07,145.92,57.99,5.01
Popondetta,100,PG,1579902592,91,-8.75,148.25,74.8,2.98
Vilyuysk,52,RU,1579902592,98,63.76,121.62,-42.32,7.0
Pangnirtung,20,CA,1579902592,66,66.15,-65.71,-29.2,2.55
Poretskoye,100,RU,1579902592,92,55.2,46.33,24.53,14.36
Clyde River,75,CA,1579902592,75,70.47,-68.59,-18.4,4.7
Dikson,100,RU,1579902592,96,73.51,80.55,-5.03,10.58
Mareeba,90,AU,1579902592,94,-17.0,145.43,78.01,3.36
Atbasar,97,KZ,1579902592,95,51.8,68.33,14.04,9.98
Nicoya,20,CR,1579902593,46,10.15,-85.45,91.4,10.29
Korla,84,CN,1579902593,83,41.76,86.15,11.52,1.23
Maceio,75,BR,1579902593,78,-9.67,-35.74,80.6,8.05
Flinders,75,AU,1579902593,100,-34.58,150.86,75.99,5.82
Emba,81,KZ,1579902593,97,48.83,58.14,5.49,9.35
Deputatsky,0,RU,1579902593,96,69.3,139.9,-36.89,1.34
Beisfjord,40,NO,1579902593,100,68.38,17.6,25.0,9.17
Taltal,8,CL,1579902593,70,-25.4,-70.48,73.51,6.67
Khatanga,81,RU,1579902594,89,71.97,102.5,-25.78,8.75
Fonte Boa,100,BR,1579902594,83,-2.5,-66.27,77.29,6.11
Kota Belud,75,MY,1579902594,83,6.35,116.43,75.2,5.82
Christiansburg,90,US,1579902594,100,37.13,-80.41,48.0,9.17
Santa Catalina,90,PH,1579902594,94,9.33,122.86,80.6,2.24
Novikovo,100,RU,1579902594,93,51.15,37.89,30.52,17.02
Pedernales,40,DO,1579902594,69,18.04,-71.74,80.6,11.41
Eureka,20,US,1579902595,63,40.8,-124.16,62.6,5.82
Hof,90,DE,1579902595,100,50.32,11.92,32.0,6.85
Lodwar,98,KE,1579902595,42,3.12,35.6,85.73,10.8
Magadan,0,RU,1579902595,76,59.57,150.8,-18.09,11.56
Dudinka,100,RU,1579902595,77,69.41,86.18,5.0,15.66
Mayo,40,US,1579902595,71,38.89,-76.51,52.0,9.17
Forestville,90,US,1579902596,61,38.85,-76.88,52.0,3.36
Port Macquarie,90,AU,1579902336,94,-31.43,152.92,80.01,1.12
Millinocket,1,US,1579902596,59,45.66,-68.71,34.0,3.36
Kulhudhuffushi,75,MV,1579902596,74,6.62,73.07,81.99,4.59
Yamada,0,JP,1579902596,56,39.47,141.95,26.98,6.62
Geraldton,33,AU,1579902596,77,-28.77,114.6,62.6,10.29
Souillac,75,MU,1579902596,100,-20.52,57.52,78.8,14.99
Rabo de Peixe,75,PT,1579902596,71,37.8,-25.58,55.4,5.82
'Ahuimanu,20,US,1579902597,65,21.44,-157.84,80.01,5.82
Anadyr,90,RU,1579902597,77,64.75,177.48,3.2,2.24
Sokyryany,21,UA,1579902597,82,48.45,27.42,26.01,3.0
Ystad,90,SE,1579902597,100,55.43,13.82,44.6,13.87
Ancud,40,CL,1579902597,63,-41.87,-73.82,64.4,10.29
Nome,1,US,1579902597,68,64.5,-165.41,-9.0,5.97
Erenhot,48,CN,1579902597,80,43.65,111.98,12.33,9.04
Poum,85,NC,1579902597,75,-20.23,164.02,79.18,17.85
Abu Samrah,0,SY,1579902598,52,35.3,37.18,35.74,5.59
Arlit,100,NE,1579902598,8,18.74,7.39,74.39,11.72
Neryungri,79,RU,1579902598,93,56.67,124.65,-20.34,2.62
Honiara,40,SB,1579902391,83,-9.43,159.95,80.6,1.95
Quetigny,90,FR,1579902598,100,47.32,5.12,36.0,1.99
Kasongo-Lunda,60,CD,1579902598,89,-6.47,16.82,71.11,1.57
San Luis Rio Colorado,75,MX,1579902598,27,32.46,-114.78,75.2,5.82
Marrakesh,25,MA,1579902358,76,31.63,-8.01,51.8,3.36
Dickson,75,US,1579902358,81,36.08,-87.39,46.99,13.87
General Roca,0,AR,1579902599,16,-39.03,-67.58,93.2,10.29
Ossora,100,RU,1579902599,90,59.24,163.07,13.48,26.89
Durban,100,ZA,1579902599,78,-29.86,31.03,77.0,4.7
Tasiilaq,100,GL,1579902599,48,65.61,-37.64,21.2,25.28
Monrovia,22,LR,1579902549,85,6.3,-10.8,80.22,7.56
Leh,97,IN,1579902599,80,34.17,77.58,-6.02,3.74
Laas,98,IT,1579902600,73,46.62,10.7,35.01,4.7
Burgersdorp,66,ZA,1579902600,80,-31.0,26.33,59.47,21.74
Bol'shoy Kamen',0,RU,1579902600,69,43.12,132.36,-11.2,4.07
Airai,48,TL,1579902600,88,-8.93,125.41,66.92,3.24
Gimli,20,CA,1579902422,91,50.63,-96.99,21.99,5.01
Pevek,0,RU,1579902600,97,69.7,170.31,-27.85,1.14
Barcelona,83,ES,1579902600,76,41.39,2.16,54.0,6.93
Mar del Plata,75,AR,1579902600,78,-38.0,-57.56,78.01,5.82
Vadlapudi,98,IN,1579902601,85,14.32,79.8,66.88,4.9
Tari,0,NG,1579902601,9,12.41,4.49,72.97,12.35
Alta,40,NO,1579902601,85,69.97,23.27,19.4,8.05
Shasta Lake,40,US,1579902601,62,40.68,-122.37,53.6,3.0
Shenjiamen,100,CN,1579902601,90,29.96,122.3,50.83,22.26
Kidal,100,ML,1579902601,10,18.44,1.41,75.06,9.64
Ponta Delgada,75,PT,1579902601,71,37.73,-25.67,55.4,5.82
Kichmengskiy Gorodok,100,RU,1579902601,96,59.98,45.79,21.36,5.21
Amurzet,0,RU,1579902602,83,47.7,131.1,-8.66,6.76
Aksarka,100,RU,1579902602,97,66.56,67.8,1.13,3.94
Pishin,79,PK,1579902602,96,30.58,67.0,40.28,1.25
Kaniama,100,CD,1579902602,92,-7.57,24.18,68.11,2.82
Bac Lieu,37,VN,1579902602,95,9.29,105.72,72.27,6.62
Nara,75,JP,1579902397,83,34.69,135.8,46.0,3.36
Haines Junction,100,CA,1579902602,98,60.75,-137.51,-5.3,6.49
Malindi,100,KE,1579902603,93,-3.22,40.12,77.74,6.04
Soyo,65,AO,1579902603,81,-6.13,12.37,78.96,2.66
Faxinal,0,BR,1579902603,70,-24.0,-51.32,79.2,4.36
Port Blair,31,IN,1579902603,71,11.67,92.75,79.66,12.75
Saint George,75,US,1579902603,38,37.1,-113.58,57.99,2.21
Ouallam,98,NE,1579902603,9,14.32,2.09,76.19,11.54
Irbeyskoye,100,RU,1579902603,80,55.64,95.45,27.0,4.52
Salinopolis,89,BR,1579902603,82,-0.61,-47.36,82.45,16.89
Mehamn,40,NO,1579902604,78,71.04,27.85,23.0,6.93
Otane,28,NZ,1579902604,53,-39.88,176.63,77.0,8.01
Zhigansk,57,RU,1579902604,96,66.77,123.37,-43.58,9.1
Banjar,20,ID,1579902604,88,-8.19,114.97,80.6,4.7
Cabedelo,75,BR,1579902604,78,-6.98,-34.83,82.4,9.17
Khandyga,80,RU,1579902604,97,62.67,135.6,-43.51,1.79
Bubaque,91,GW,1579902604,68,11.28,-15.83,78.73,12.33
Port-Gentil,20,GA,1579902604,89,-0.72,8.78,84.2,4.7
Naze,40,JP,1579902605,94,28.37,129.48,68.0,4.7
Bermeo,20,ES,1579902605,71,43.42,-2.72,54.0,6.93
San Vicente,0,AR,1579902605,65,-26.62,-54.13,79.0,6.31
Simoes,80,BR,1579902605,69,-7.6,-40.82,78.73,4.9
Arrondissement de Dole,90,FR,1579902605,90,47.08,5.5,42.01,2.13
Baruun-Urt,0,MN,1579902605,86,46.68,113.28,-1.17,7.78
Acapulco de Juarez,20,MX,1579902606,62,16.86,-99.89,86.0,6.93
Khovd,8,MN,1579902606,74,48.01,91.64,-0.24,1.01
Moerai,66,PF,1579902606,78,-22.43,-151.33,80.29,8.97
Balkanabat,100,TM,1579902606,91,39.51,54.37,35.11,6.29
Mandera,99,KE,1579902606,37,3.94,41.87,89.89,9.22
Cache Creek,90,CA,1579902328,93,50.81,-121.32,44.6,25.28
Kikwit,77,CD,1579902606,64,-5.04,18.82,75.43,0.83
Alyangula,100,AU,1579902606,88,-13.85,136.42,82.4,9.17
Kuala Pilah,20,MY,1579902607,83,2.74,102.25,77.0,4.7
Qaqortoq,75,GL,1579902607,85,60.72,-46.03,23.0,14.99
Novyy Urengoy,94,RU,1579902607,96,66.08,76.63,7.59,2.17
Oranjestad,20,AW,1579902607,66,12.52,-70.03,84.2,9.17
Weihe,68,CN,1579902607,86,33.0,105.32,28.04,2.98
Santiago de Cuba,20,CU,1579902607,41,20.02,-75.82,80.6,5.82
Vardo,75,NO,1579902607,85,70.37,31.11,26.6,6.93
Kieta,33,PG,1579902608,75,-6.22,155.63,81.54,4.18
Rockland,1,US,1579902608,45,41.17,-74.05,48.2,4.27
Antofagasta,75,CL,1579902556,61,-23.65,-70.4,77.0,13.87
Miles City,1,US,1579902608,65,46.41,-105.84,48.99,5.82
